Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Wed, 13 Apr 2022 09:14:27 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1909-0002-IDN,1909,0002,,Natural,Biological,Epidemic,Bacterial disease,,Bubonic,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,Vaccinated,,,,,1909,,,1909,,,40,,,,,,,,,,,3.323258181,,,,
1914-0022-IDN,1914,0022,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kepahyang, Bengkulu (Sumatera)",,Tsunami/Tidal wave,,,,,,8,Richter,-3.924,101.82,03:07,,1914,6,26,1914,6,26,20,20,,,20,,,,,,,3.704817454,,,,
1917-0003-IDN,1917,0003,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Bali,,,,,,,,7,Richter,-7,116,07:08,,1917,1,21,1917,1,21,15000,,,,,,,,,,,4.738719999,,,,
1919-0001-IDN,1919,0001,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Kelud,Indonesia,IDN,South-Eastern Asia,Asia,Small Island between Java and Sumatra,,,,,No,No,,,,,,,,1919,5,,1919,5,,5000,,,,,,,,,,,6.412657453,,,,
1924-0007-IDN,1924,0007,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Wonosobo (Central Java),,,,,,,,,Richter,-7.21,109.56,,,1924,12,2,1924,12,2,727,,,11250,11250,,,,,,,6.338807272,,,,
1927-0014-IDN,1927,0014,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sulawesi, Donggala",,Tsunami/Tidal wave,,,,,,6,Richter,-0.842,120.764,11:37,,1927,12,1,1927,12,1,50,50,,,50,,,,,,,6.424965817,,,,
1928-0012-IDN,1928,0012,,Natural,Geophysical,Earthquake,Tsunami,,,Indonesia,IDN,South-Eastern Asia,Asia,Flores sea,Volacno and landslide,,,,No,No,,3,Richter,8.30 S,121.70 E,,,1928,8,4,1928,8,4,128,,,,,,,,,,,6.351115635,,,,
1930-0003-IDN,1930,0003,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Merapi,Indonesia,IDN,South-Eastern Asia,Asia,Java Island,,,,,,,,,,,,,,1930,,,1930,,,1369,,,,,,,,,,,6.178798544,,,,
1931-0012-IDN,1931,0012,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Merapi,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1931,12,13,1931,12,13,1300,,,,,,,,,,,5.624922181,,,,
1932-0009-IDN,1932,0009,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kakas, Langowan, Poso, Tondano (North Sulawesi)",,,,,,,,7,Richter,0.5,126,21:08,,1932,5,14,1932,5,14,6,115,,2960,3075,,,,,,,5.04642909,,,,
1936-0015-IDN,1936,0015,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Banda Aceh, Lhok Sukon, Lhoksemawe",,Tsunami/Tidal wave,,,,,,7,Richter,6.1,94.7,04:12,,1936,8,24,1936,8,24,9,20,,,20,,,,,,,5.132587635,,,,
1936-0011-IDN,1936,0011,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tapanuli, Karo (North Sumatera)",,,,,,,,,Richter,3.5,97.5,,,1936,9,9,1936,9,9,17,,,,,,,,,,,5.132587635,,,,
1938-0009-IDN,1938,0009,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Tomini Gulf (Central Sulawesi),,Tsunami/Tidal wave,,,,,,8,Richter,-0.557,118.881,01:08,,1938,5,20,1938,5,20,,,920,4710,5630,,,,,,,5.206437817,,,,
1942-0027-IDN,1942,0027,,Technological,Technological,Transport accident,Air,,Short S-23,Indonesia,IDN,South-Eastern Asia,Asia,"Near Kupang, Timor",,,,,,,,,,,,,,1942,1,30,1942,1,30,13,,,,,,,,,,,6.043406544,,,,
1943-0024-IDN,1943,0024,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Jogyakarta (Central Java),,,,,,,,7,Richter,-8.591,109.803,23:53,,1943,7,23,1943,7,23,213,2096,14000,,16096,,,,,,,6.40034909,,,,
1951-0002-IDN,1951,0002,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Merapi,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1951,,,1951,,,1300,,,,,,,,,,,9.600523635,,,,
1953-0038-IDN,1953,0038,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1953,2,,1953,2,,114,,,,,,,,,,,9.895924362,,,,
1954-0042-IDN,1954,0042,,Natural,Geophysical,Volcanic activity,Ash fall,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1954,1,,1954,1,,37,,,,,,,,,,,9.932849453,,,,
1955-0040-IDN,1955,0040,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1955,4,,1955,4,,405,,,,,,,,,,,9.881180844,,,,
1956-0051-IDN,1956,0051,,Natural,Meteorological,Storm,Tropical cyclone,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1956,12,,1956,12,,300,,,,,,,,,,,10.03187404,,,,
1958-0024-IDN,1958,0024,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Malang (East Java),,,,,,,,7,Richter,-9.5,112.5,08:42,,1958,10,20,1958,10,20,8,1856,1030,475,3361,,,,,,,10.65002405,,,,
1963-0008-IDN,1963,0008,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Agung,Indonesia,IDN,South-Eastern Asia,Asia,Bali,,,,,,,,,,,,,,1963,1,3,1963,1,3,1584,,78000,,78000,,,,,,,11.30199869,,,,
1963-0066-IDN,1963,0066,,Natural,Geophysical,Volcanic activity,Ash fall,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1963,5,,1963,5,,106,,,,,,,,,,,11.30199869,,,,
1965-0093-IDN,1965,0093,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Sanana Island,,Tsunami/Tidal wave,,,,,,8,Richter,-2.608,-125.952,07:11,,1965,1,24,1965,1,24,71,,15000,,15000,,,,,,,11.62799038,,,,
1966-9004-IDN,1966,9004,,Natural,Climatological,Drought,Drought,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lombok, South",,Famine,,Yes,No,No,,,Km2,,,,,1966,1,,1966,,,8000,,204000,,204000,,,,,,,11.97858736,,,,
1966-0041-IDN,1966,0041,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Kelud,Indonesia,IDN,South-Eastern Asia,Asia,Margomlujo (East Java),,,,Yes,,,,,,,,,,1966,4,25,1966,4,25,1000,60,5000,,5060,,,,,,,11.97858736,,,,
1966-0061-IDN,1966,0061,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Awu,Indonesia,IDN,South-Eastern Asia,Asia,Sangi Talaud,,,,Yes,No,No,,,,,,,,1966,8,12,1966,8,12,88,2000,40000,,42000,,,,,,,11.97858736,,,,
1966-0036-IDN,1966,0036,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Central, East Java",,,,Yes,,,,,Km2,,,,,1966,3,14,1966,3,14,176,100,524000,,524100,,,,,33000,275492,11.97858736,,,,
1967-0101-IDN,1967,0101,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Makassar Strait, Tinambung (South Sulawesi)",,Tsunami/Tidal wave,,,,,,6,Richter,-3.7,119.3,12:09,,1967,4,11,1967,4,11,71,100,,,100,,,,,,,12.31072819,,,,
1967-0102-IDN,1967,0102,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dampit, Gondang, Trenggalek, Malang (East Java)",,,,,,,,6,Richter,-8.965,113.017,05:14,,1967,2,20,1967,2,20,54,121,,8290,8411,,,,,,,12.31072819,,,,
1967-0092-IDN,1967,0092,,Technological,Technological,Miscellaneous accident,Collapse,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1967,12,1,1967,12,1,200,,,,,,,,,,,12.31072819,,,,
1967-0007-IDN,1967,0007,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,East Java,,,,,,,,,Km2,,,,,1967,1,,1967,1,,,,55000,,55000,,,,,,,12.31072819,,,,
1967-0013-IDN,1967,0013,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Jakarta,,,,Yes,,,,,Km2,,,,,1967,1,9,1967,1,9,,,102000,40000,142000,,,,,,,12.31072819,,,,
1967-0038-IDN,1967,0038,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Ambon,,,,,,,,,Km2,,,,,1967,6,,1967,6,,,,7000,,7000,,,,,,,12.31072819,,,,
1967-0076-IDN,1967,0076,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Central Java,,,,,,,,,Km2,,,,,1967,11,30,1967,11,30,160,,,,,,,,,,,12.31072819,,,,
1968-0064-IDN,1968,0064,,Natural,Geophysical,Earthquake,Tsunami,,,Indonesia,IDN,South-Eastern Asia,Asia,Donggala,Earthquake,,,,,,,8,Richter,0.157,119.802,05:14,,1968,8,15,1968,8,15,200,,,,,,,,,,,12.83661491,,,,
1968-0003-IDN,1968,0003,,Natural,Biological,Epidemic,Bacterial disease,,Bubonic,Indonesia,IDN,South-Eastern Asia,Asia,Bojalali (Central Java),,,,Yes,,,,,Vaccinated,,,,,1968,1,1,1968,1,1,40,,94,,94,,,,,,,12.83661491,,,,
1968-0038-IDN,1968,0038,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,East Java,,,,Yes,,,,,Km2,,,,,1968,4,,1968,4,,12,,150000,,150000,,,,,7831,61005,12.83661491,,,,
1969-0052-IDN,1969,0052,,Natural,Geophysical,Earthquake,Tsunami,,,Indonesia,IDN,South-Eastern Asia,Asia,"Parasanga, Paletoang (Sulawesi)",Earthquake,,,,,,,7,Richter,-3.201,118.904,07:36,,1969,2,23,1969,2,23,64,97,,6435,6532,,,,,,,13.53780013,,,,
1969-0014-IDN,1969,0014,,Natural,Geophysical,Volcanic activity,Ash fall,,,Indonesia,IDN,South-Eastern Asia,Asia,"Flores, Timor, Sulawe",,,,Yes,,,,,,,,,,1969,,,1969,,,,,250000,,250000,,,,,200,1477,13.53780013,,,,
1970-0113-IDN,1970,0113,,Technological,Technological,Miscellaneous accident,Fire,,,Indonesia,IDN,South-Eastern Asia,Asia,Java,,,,,,,,,,,,,,1970,1,24,1970,1,24,50,,,,,,,,,,,14.32816969,,,,
1970-0129-IDN,1970,0129,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1970,12,,1970,12,,82,,,,,,,,,,,14.32816969,,,,
1972-9131-IDN,1972,9131,,Natural,Climatological,Drought,Drought,,,Indonesia,IDN,South-Eastern Asia,Asia,"Central Java, Southern Isles",,,,Yes,No,No,,,Km2,,,,,1972,,,1973,,,,,3500000,,3500000,,,,,70000,453596,15.43223267,,,,
1972-0135-IDN,1972,0135,,Technological,Technological,Miscellaneous accident,Fire,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1972,5,,1972,5,,72,,,,,,,,,,,15.43223267,,,,
1973-0028-IDN,1973,0028,,Natural,Meteorological,Storm,Tropical cyclone,,,Indonesia,IDN,South-Eastern Asia,Asia,Flores,,,,,,,,,Kph,,,,,1973,6,,1973,6,,1650,,,,,,,,,,,16.3855937,,,,
1973-0142-IDN,1973,0142,,Technological,Technological,Industrial accident,Explosion,,Fireworks,Indonesia,IDN,South-Eastern Asia,Asia,Djakarta,,,,,,,,,m3,,,,,1973,8,29,1973,8,29,52,24,10,,34,,,,,,,16.3855937,,,,
1974-0002-IDN,1974,0002,,Natural,Meteorological,Storm,,,,Indonesia,IDN,South-Eastern Asia,Asia,Situbondo (West Java),,,,,,,,,Kph,,,,,1974,1,,1974,1,,10,,2000,,2000,,,,,,,18.19699103,,,,
1976-0043-IDN,1976,0043,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Wanena Region (Irian Jaya),,,,Yes,,,,7,Richter,-4.603,140.091,02:18,,1976,6,26,1976,6,26,420,,15000,,15000,,,,,25000,119038,21.0017319,,,,
1976-0047-IDN,1976,0047,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Bali,,,,Yes,,,,7,Richter,-8.17,114.888,14:13,,1976,7,14,1976,7,14,573,4755,450000,,454755,,,,,195000,928495,21.0017319,,,,
1976-0071-IDN,1976,0071,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Irian Jaya, Jayawijaya (New guinea)",,,,,,,,7,Richter,-4.517,139.918,09:51,,1976,10,29,1976,10,29,133,,7000,,7000,,,,,,,21.0017319,,,,
1976-0171-IDN,1976,0171,,Natural,Geophysical,Volcanic activity,Ash fall,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1976,,,1976,,,40,,,,,,,,,,,21.0017319,,,,
1976-0073-IDN,1976,0073,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"East Java, Lumajang",,,,Yes,,,,,Km2,,,,,1976,11,13,1976,11,13,163,20,20000,,20020,,,,,,,21.0017319,,,,
1976-0188-IDN,1976,0188,,Natural,Meteorological,Storm,,,,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1976,12,,1976,12,,25,,,,,,,,,,,21.0017319,,,,
1977-0106-IDN,1977,0106,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sumbaya, Lombok, Sumba (Nusa Tengarra Is.)",,Tsunami/Tidal wave,,,,,,8,Richter,-11.164,118.378,,,1977,8,19,1977,8,19,185,75,3900,,3975,,,,,1200,5365,22.36719878,,,,
1977-0251-IDN,1977,0251,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,East Timor,,,,,No,No,,,Richter,,,,,1977,8,27,1977,8,27,2,25,,,25,,,,,,,22.36719878,,,,
1977-0091-IDN,1977,0091,,Natural,Meteorological,Storm,Tropical cyclone,,,Indonesia,IDN,South-Eastern Asia,Asia,Central Java,,,,,,,,,Kph,,,,,1977,7,30,1977,7,30,1,60,3000,,3060,,,,,,,22.36719878,,,,
1977-0013-IDN,1977,0013,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Indonesia,IDN,South-Eastern Asia,Asia,Jakarta,,,,,,,,,Vaccinated,,,,,1977,1,1,1977,1,1,37,,29942,,29942,,,,,,,22.36719878,,,,
1977-0138-IDN,1977,0138,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Indonesia,IDN,South-Eastern Asia,Asia,East Java,,,,,,,,,Vaccinated,,,,,1977,12,,1977,12,,80,,,,,,,,,,,22.36719878,,,,
1977-0014-IDN,1977,0014,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta, East Java",,,,,,,,,Km2,,,,,1977,1,,1977,1,,10,,260000,,260000,,,,,,,22.36719878,,,,
1977-0043-IDN,1977,0043,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Central Java,,,,,,,,,Km2,,,,,1977,2,,1977,2,,,,25000,,25000,,,,,,,22.36719878,,,,
1977-0046-IDN,1977,0046,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bandung district, Java",,,,,,,,,Km2,,,,,1977,3,,1977,3,,12,,5000,,5000,,,,,,,22.36719878,,,,
1978-0038-IDN,1978,0038,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Indonesia,IDN,South-Eastern Asia,Asia,Simelu Island,,,,,,,,,Vaccinated,,,,,1978,3,,1978,3,,82,,,,,,,,,,,24.07403455,,,,
1978-0014-IDN,1978,0014,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,East Java,,,,,,,,,Km2,,,,,1978,1,,1978,1,,41,,7000,,7000,,,,,,,24.07403455,,,,
1978-0064-IDN,1978,0064,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"West Achem, North Sumatra",,,,,,,,,Km2,,,,,1978,5,,1978,5,,21,,8000,,8000,,,,,,,24.07403455,,,,
1902-0005-MMR,1902,0005,,Natural,Meteorological,Storm,Tropical cyclone,,,Myanmar,MMR,South-Eastern Asia,Asia,Rangoon,,,,,,,,,Kph,,,,,1902,5,4,1902,5,4,600,,,,,,,,,,,3.200174545,,,,
1905-0004-PHL,1905,0004,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,Kph,,,,,1905,9,21,1905,9,21,240,,,,,,,,,,,3.323258181,,,,
1911-0001-PHL,1911,0001,,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Taal,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla region,,,,,No,No,,,,,,,,1911,1,31,1911,1,31,1335,199,,,199,,,,,,,3.446341818,,,,
1912-0010-PHL,1912,0010,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,Cebu,,,,,,,,,Kph,,,,,1912,10,,1912,10,,,,,,,,,,,10000,280157,3.569425454,,,,
1918-0011-PHL,1918,0011,,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindanao, South Cotabato",,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",,,,,8,Richter,8.29,124.4,20:18,,1918,8,15,1918,8,15,100,,,,,,,,,,,5.563380363,,,,
1923-0004-MMR,1923,0004,,Natural,Meteorological,Storm,Tropical cyclone,,,Myanmar,MMR,South-Eastern Asia,Asia,Maungdaw,,,,,,,,,Kph,,,,,1923,5,7,1923,5,7,6,,,,,,,,,,,6.301882181,,,,
1926-0005-MMR,1926,0005,,Natural,Meteorological,Storm,Tropical cyclone,,,Myanmar,MMR,South-Eastern Asia,Asia,Arrakan,,,,,,,,,Kph,,,,,1926,5,19,1926,5,19,2700,,,40000,40000,,,,,,,6.548049453,,,,
1930-0006-MMR,1930,0006,,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,"Pegu, Rangoon",,Tsunami/Tidal wave,,,,,,8,Richter,17.86,96.43,20:15,,1930,5,5,1930,5,5,500,,,,,,,,,,,6.178798544,,,,
1930-0017-MMR,1930,0017,,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,"Nyauglebin, Toungoo, Pyu",,,,,,,,7,Richter,18.233,96.298,01:21,,1930,12,4,1930,12,4,36,,,,,,,,,,,6.178798544,,,,
1931-0008-PHL,1931,0008,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,West Luzon,,,,,,,,,Kph,,,,,1931,8,7,1931,8,7,,,,,,,,,,,,5.624922181,,,,
1932-0003-PHL,1932,0003,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,Sulu,,,,,,,,,Kph,,,,,1932,4,29,1932,4,29,147,,,2500,2500,,,,,,,5.04642909,,,,
1934-0010-PHL,1934,0010,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Manila, Bulcan",,,,,,,,,Kph,,,,,1934,10,15,1934,10,15,,,,,,,,,,,,4.947962181,,,,
1934-0011-PHL,1934,0011,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Samar, Tayabas",,,,,,,,,Kph,,,,,1934,11,10,1934,11,10,85,,,,,,,,,,,4.947962181,,,,
1936-0004-MMR,1936,0004,,Natural,Meteorological,Storm,Tropical cyclone,,,Myanmar,MMR,South-Eastern Asia,Asia,Arakan Coast,,,,,,,,,Kph,,,,,1936,4,21,1936,4,21,1000,,,150000,150000,,,,,,,5.132587635,,,,
1936-0008-PHL,1936,0008,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon,,,,,,,,,Kph,,,,,1936,10,5,1936,10,5,517,,,,,,,,,,,5.132587635,,,,
1937-0007-PHL,1937,0007,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Leyte, Mindoro",,,,,,,,,Kph,,,,,1937,11,15,1937,11,15,231,,,,,,,,,,,5.31721309,,,,
1938-0006-PHL,1938,0006,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Samar, South Luzon",,,,,,,,,Kph,,,,,1938,12,4,1938,12,4,305,,,,,,,,,,,5.206437817,,,,
1938-0022-PHL,1938,0022,,Technological,Technological,Transport accident,Air,,Martin M-130,Philippines (the),PHL,South-Eastern Asia,Asia,Between Manila and Guam,,,,,,,,,,,,,,1938,7,29,1938,7,29,15,,,,,,,,,,,5.206437817,,,,
1940-0013-PHL,1940,0013,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Cantanduanes, Bondoc",,,,,,,,,Kph,,,,,1940,12,3,1940,12,3,73,,,,,,,,,,,5.18182109,,,,
1941-0016-MMR,1941,0016,,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,Myanmar-China border region,,,,,,,,7,Richter,22.408,99.814,21:48,,1941,12,26,1941,12,26,15,,,,,,,,,,,5.440296726,,,,
1946-0024-PHL,1946,0024,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1946,11,,1946,11,,260,,,,,,,,,,,7.21270109,,,,
1948-0014-PHL,1948,0014,,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Panay, Iloilo city, Antique",,,,,,,,8,Richter,10.5,122,01:46,,1948,1,25,1948,1,25,72,,,,,,,,,3500,39385,8.886638544,,,,
1949-0014-PHL,1949,0014,,Natural,Meteorological,Storm,Tropical cyclone,,Rena,Philippines (the),PHL,South-Eastern Asia,Asia,"Cebu City, Negros, Panay",,,,,,,,,Kph,,,,,1949,10,31,1949,10,31,1000,,,,,,,,,,,8.800479998,,,,
1950-0031-PHL,1950,0031,,Natural,Geophysical,Volcanic activity,Ash fall,,,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1950,9,,1950,9,,84,,,,,,,,,,,8.898946907,,,,
1951-0022-PHL,1951,0022,,Natural,Geophysical,Volcanic activity,Ash fall,,Hibok-Hibok,Philippines (the),PHL,South-Eastern Asia,Asia,"Mt Catarman, Mindanao",,,,,,,,,,,,,,1951,12,4,1951,12,4,500,,,,,,,,,,,9.600523635,,,,
1951-0011-PHL,1951,0011,,Natural,Meteorological,Storm,Tropical cyclone,,Iris,Philippines (the),PHL,South-Eastern Asia,Asia,"Samar, South Luzon",,,,,,,,,Kph,,,,,1951,4,24,1951,4,24,156,,,,,,,,,,,9.600523635,,,,
1951-0021-PHL,1951,0021,,Natural,Meteorological,Storm,Tropical cyclone,,Wanda,Philippines (the),PHL,South-Eastern Asia,Asia,"Visayas, Bicol",,,,,,,,,Kph,,,,,1951,11,15,1951,11,15,87,,,,,,,,,,,9.600523635,,,,
1951-0024-PHL,1951,0024,,Natural,Meteorological,Storm,Tropical cyclone,,Amy,Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,Kph,,,,,1951,12,9,1951,12,9,569,,60000,,60000,,,,,,,9.600523635,,,,
1952-0003-PHL,1952,0003,,Natural,Meteorological,Storm,Tropical cyclone,,Emma,Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,Kph,,,,,1952,6,28,1952,6,28,19,103,,,103,,,,,,,9.82207418,,,,
1952-0008-PHL,1952,0008,,Natural,Meteorological,Storm,Tropical cyclone,,"Trixy, Wilma",Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,Kph,,,,,1952,10,16,1952,10,16,995,349,,,349,,,,,50000,509057,9.82207418,,,,
1954-0031-PHL,1954,0031,,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon, Sorsogon, Bacon, Legaspi",,,,,,,,7,Richter,13,123.9,10:45,,1954,7,2,1954,7,2,13,101,,,101,,,,,,,9.932849453,,,,
1954-0016-PHL,1954,0016,,Technological,Technological,Transport accident,Rail,,,Philippines (the),PHL,South-Eastern Asia,Asia,Negros Island,,,,,,,,,,,,,,1954,9,2,1954,9,2,55,,,,,,,,,,,9.932849453,,,,
1955-0002-PHL,1955,0002,,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindanao, Lanao, Ozamis city",,,,,,,,6,Richter,7.674,124.081,05:52,,1955,4,1,1955,4,1,400,2000,,,2000,,,,,5000,50601,9.881180844,,,,
1955-0034-PHL,1955,0034,,Natural,Meteorological,Storm,,,,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1955,1,,1955,1,,51,,,,,,,,,,,9.881180844,,,,
1955-0048-PHL,1955,0048,,Natural,Meteorological,Storm,,,,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1955,11,,1955,11,,93,,,,,,,,,,,9.881180844,,,,
1956-0052-PHL,1956,0052,,Natural,Meteorological,Storm,Tropical cyclone,,,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1956,12,,1956,12,,79,,,,,,,,,,,10.03187404,,,,
